adv_dynamics_update/adv_advantage,adv_dynamics_update/adv_log_prob,adv_dynamics_update/adv_loss,adv_dynamics_update/all_loss,adv_dynamics_update/sl_loss,alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critic1,loss/critic2,rollout_info/num_transitions,rollout_info/reward_mean,timestep
5.434267222881317e-10,28.598594078063964,2.116346177145839,-53.027076875686646,-53.02771181869507,0.9979165791869158,1000.0,0.0,2.0487058362116235,2.263139422547077,5.165352084040628,-0.028025491549633567,27.833217092990857,26.30909403061866,250000.0,4.898629970511696,1000
2.906890586018562e-09,28.309498174667358,3.8401948261260985,-53.70144041061401,-53.702592483520505,0.9404752838015551,1000.0,0.0,2.150985320507289,2.2639864787098123,-39.732954153060966,-0.5685810435116284,2.950086153507229,2.911144569635388,250000.0,4.954521570930543,2000
5.271285772323608e-10,29.026975051879884,2.7143614324480296,-53.54695787811279,-53.54777222061157,0.8579377809762938,1000.0,0.0,2.1520559570015902,2.263784717584732,-68.73080355453493,-1.390872179985046,4.099431437492369,4.140101109027858,250000.0,4.928848445801167,3000
2.9336661100387573e-11,32.617229270935056,1.8927131128460168,-53.17931312561035,-53.179880878448486,0.7804355419278163,1000.0,0.0,2.21277701363276,2.26171692453629,-92.78092453765882,-2.1347074249982816,6.611316493749614,6.750240967035285,250000.0,4.9087645574152425,4000
-1.5529803931713104e-09,36.196473434448244,1.9092125522643328,-53.60329095077515,-53.60386371612549,0.7099237368106834,1000.0,0.0,2.3736430192059235,2.595702621562129,-112.16826778411858,-2.7779348657131244,9.235980494022373,9.48158637714382,250000.0,4.862199984659438,5000
-1.4523975551128388e-09,38.26351428604126,2.3488523871153593,-53.81017304992676,-53.81087771987915,0.6470353065729136,1000.0,0.0,1.2899482256410977,3.4421803778416358,-128.21187580108645,-3.1780227589607275,12.295449452877039,12.578483144283284,250000.0,4.832303388439511,6000
3.2829120755195616e-10,39.43104172897339,1.552117426663637,-53.808146785736085,-53.80861243438721,0.5913969676494604,1000.0,0.0,0.5249679226555471,3.559776226861987,-142.52688722228967,-3.409617272138595,14.501942079067222,14.72954284381867,250000.0,4.817557640432279,7000
-1.273583620786667e-10,40.48691987991333,0.9413541985154152,-53.72321753692627,-53.72349991989136,0.5405553619861598,1000.0,0.0,1.7847734622686824,4.729377060889562,-154.80959310913076,-3.719979544401173,15.726411465644844,15.924810934066773,250000.0,4.8222379817951335,8000
-8.209608495235443e-10,41.287295803070066,0.9564412405639887,-53.762435386657714,-53.762722290039065,0.49295616269111614,1000.0,0.0,0.8566030757633852,3.468805088550591,-165.05457904052733,-4.015293721437455,16.253304307937622,16.351063557624833,250000.0,4.852489590573874,9000
6.239861249923706e-11,42.01292240524292,1.1678295002877712,-53.46276832580566,-53.463118728637696,0.44940768477320736,1000.0,0.0,6.1709920300947125,9.28401743449003,-174.08612924194318,-4.236967794179905,16.990271413803118,17.022507142066956,250000.0,4.856630772284979,10000
-3.848690539598465e-10,42.99545579147339,0.9578212991356849,-53.74486930084228,-53.74515670776367,0.4095336614847181,1000.0,0.0,18.005144023300293,14.66316500706853,-182.37056860351552,-4.42231926679611,17.433440346717788,17.426967337608325,250000.0,4.87702332677639,11000
3.175809979438782e-10,43.784662258148195,0.7455161845237017,-53.43887496566772,-53.43909866333008,0.3735170377194891,1000.0,0.0,27.155130696792725,16.8061427152549,-190.65790139770576,-4.432013318538668,17.34687968444824,17.368554540634122,250000.0,4.890208245706055,12000
6.7148357629776e-10,44.29937227630615,0.762420575760305,-53.62362247848511,-53.62385120010376,0.3411820494234559,1000.0,0.0,34.93573140107855,16.982207770334725,-199.20467932128886,-4.346176344633105,17.099434831619284,17.069627292633083,250000.0,4.884545975107332,13000
4.896428436040879e-10,45.755375629425046,1.0843606097251177,-53.74415007400513,-53.74447540283203,0.31264563190936984,1000.0,0.0,39.68964685509358,15.421619393864841,-207.48436555480927,-3.9940368664264763,17.347025671005312,17.237039582252525,250000.0,4.8743035268838675,14000
-6.223563104867935e-10,45.87955572128296,1.741961786299944,-53.77639881134033,-53.77692136383057,0.287125795155763,1000.0,0.0,45.8839640451223,10.40654947408797,-215.98957788085934,-3.699811302185062,16.863245949745195,16.730366365432698,250000.0,4.869434274446254,15000
-8.963979780673981e-11,46.95608829498291,1.3962321220785379,-53.83517236328125,-53.8355912437439,0.2640366863906387,1000.0,0.0,43.339949001944326,15.628573703899878,-224.5596024322508,-3.3541694457530977,17.00429289531707,16.86165329265595,250000.0,4.871055804532832,16000
-1.7308630049228669e-09,47.81008559799194,0.3976981407403946,-53.845536937713625,-53.8456562461853,0.2431142668277025,1000.0,0.0,45.124484105653785,16.69322620229514,-233.00791572570796,-3.0162259224653263,17.588252208709694,17.403045970916768,250000.0,4.886582031064236,17000
-3.6437995731830596e-10,46.90107612609863,-0.11119178192317486,-53.86279570007324,-53.862762310028074,0.22395235423743737,1000.0,0.0,38.5159964162628,21.429864244245987,-241.79906625366195,-2.6103247762918538,17.76113291072842,17.61165303230278,250000.0,4.881873954325028,18000
-1.3632234185934068e-09,46.216879207611086,-0.018275923937559127,-53.8445744934082,-53.84456900787354,0.20812345018982895,1000.0,0.0,47.64386008875038,18.000560924673863,-250.8606715393063,-1.9172152671217946,18.17361905479433,18.010012424468965,250000.0,4.89042600408757,19000
1.352047547698021e-09,46.876779304504396,0.7209823971837759,-53.891862213134765,-53.89207856750488,0.1946536321192975,1000.0,0.0,40.65082723897356,21.309991207012267,-259.9854092102056,-1.4031697751879708,18.846608562469516,18.6955584173202,250000.0,4.887403077721451,20000
-2.0924489945173264e-09,45.91036809539795,1.4880993847846984,-53.76509559631348,-53.76554203796387,0.18397950315475456,1000.0,0.0,49.000781845968895,11.243693795951218,-269.4020897521968,-0.8182209914214891,19.113450454711902,18.980294193267824,250000.0,4.881076204187574,21000
-1.1532101780176163e-09,46.35916138839722,0.5533939561396837,-53.884331661224365,-53.88449773025513,0.17772915722429752,1000.0,0.0,34.302538096490906,22.05199976026822,-278.7624703674322,-0.24514033785834866,19.61883603572847,19.521353067398064,250000.0,4.893332296474822,22000
2.488959580659866e-10,45.642593647003174,-0.22150363680720328,-53.667517383575436,-53.667450939178465,0.17687850168347355,1000.0,0.0,34.8006443426601,20.70253319527626,-287.96536160278276,0.07277256570756441,20.09126559638979,19.928657649040225,250000.0,4.889954258085702,23000
-9.14325937628746e-10,46.21426285552978,0.2844317758977413,-53.84037576675415,-53.840461101531986,0.18042843848466902,1000.0,0.0,36.42185933166072,21.917783794316613,-296.78650500488334,0.17150849038362487,20.398582404136647,20.36660588169098,250000.0,4.893300786805569,24000
-9.639188647270202e-11,45.86669213867187,1.0320435681343079,-53.736846782684324,-53.73715644836426,0.18602745719253988,1000.0,0.0,48.86878414350202,16.26260072803543,-305.3069087829586,0.132096416980028,20.535898921966567,20.364371510505713,250000.0,4.890901920282982,25000
1.032371073961258e-09,46.1586476020813,-1.0511280397176743,-53.895245906829835,-53.89493053436279,0.18925158713758036,1000.0,0.0,42.714049101621356,20.131471453844956,-313.5601153564453,0.052424472868442394,21.379619051933304,21.27456598854065,250000.0,4.895777115198496,26000
8.940696716308594e-11,46.465209743499756,0.9859592632502318,-53.75401274490356,-53.75430852890015,0.19045353597402595,1000.0,0.0,35.33971764034473,19.69794183071419,-321.5968627624514,0.12629272276535616,21.62916158008573,21.449539778709426,250000.0,4.901837672835154,27000
2.451706677675247e-10,46.23995264816284,0.29473351316154,-53.78070724487305,-53.78079568862915,0.19566233773529537,1000.0,0.0,43.65427549766359,15.062014022475287,-328.97092703247085,0.06793533427640801,22.7165674247742,22.582096581459087,250000.0,4.896205291912567,28000
5.064066499471664e-10,46.930579399108886,0.18452132557332515,-53.781836208343506,-53.78189152908325,0.19751348739862476,1000.0,0.0,47.26319696973625,13.396999782514662,-336.2714478759768,0.04813761065341525,22.68070317554472,22.51748545646669,250000.0,4.892701198594006,29000
1.0298099368810654e-09,47.36427251815796,0.26913876917958257,-53.875034259796145,-53.875114986419675,0.19927470755577098,1000.0,0.0,44.14283456853701,20.268643278805158,-343.2673669738764,0.012184220999479264,22.556179353714036,22.371957564353863,250000.0,4.907894244631236,30000
-4.011671990156174e-10,46.89050051498413,0.12319800715148449,-53.814357601165774,-53.814394550323485,0.2004964499324562,1000.0,0.0,50.35387391780648,15.682258130037214,-349.9890495300291,0.051828090865164926,22.703328780174257,22.567651775360073,250000.0,4.903626763373215,31000
-1.2479722499847413e-10,46.99649861145019,0.6653612057119608,-53.681696895599366,-53.681896484375,0.2007871279716492,1000.0,0.0,39.54761150141303,21.860384606660173,-356.35250357055634,-0.03445046123117213,22.89141610240933,22.649166147232037,250000.0,4.908179161328827,32000
