alpha,eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/alpha,loss/critics,timestep
0.9516111977100381,1000.0,0.0,2.235953880579517,2.2602424090898574,-22.135016375303287,-0.4994687785995188,28.56681588888165,1000
0.8619910010099424,1000.0,0.0,2.1971266419050908,2.2622025607772684,-49.67312640762329,-1.4336195735931356,15.503248019695269,2000
0.7828706240057921,1000.0,0.0,2.097155534483588,2.262181619763654,-72.73997131729129,-2.195468699693682,28.558165785789477,3000
0.7131203428506846,1000.0,0.0,1.9347655725314348,2.2657253947000795,-90.98029921722406,-2.735761733531953,42.764633195877074,4000
0.65180674636364,1000.0,0.0,2.3828754868102946,2.7542174900303857,-106.20073923492444,-3.005792288780215,56.250223323821984,5000
0.5987191722393052,1000.0,0.0,0.674193502397142,3.7231537820529113,-120.94321295928947,-2.9049361481666582,71.5801248397825,6000
0.553667432010173,1000.0,0.0,-0.8132284669746397,3.061928277856558,-136.7674942321776,-2.5199011120796238,86.85876852417005,7000
0.516108382225036,1000.0,0.0,-1.6239682899945633,2.590292839769255,-153.88795025634784,-1.9179450339078867,104.43090738296503,8000
0.48625434875488294,1000.0,0.0,-2.1348348410785647,2.6297497413760413,-172.73327424621536,-1.209949726670985,118.45135507965072,9000
0.46771216329932264,1000.0,0.0,-2.3681577370653373,3.3487525980439705,-193.2808760833743,-0.39501526070386145,133.14730550384505,10000
0.46803131306171447,1000.0,0.0,-3.2638786099871253,2.6771373337762587,-215.7713459472657,0.2726206740178165,148.74184980773916,11000
0.4949184081852438,1000.0,0.0,-2.895390846761115,3.7788653423581655,-238.66714979553237,0.5507165663409975,162.94254606628425,12000
0.5385479585528385,1000.0,0.0,-2.8582322097169808,3.783455832420563,-261.5209822235103,0.5179978791251784,175.10607328033456,13000
0.5871418178081513,1000.0,0.0,-2.280070680207057,3.4884962695543953,-282.9864335327141,0.37350972402468335,184.36361532592719,14000
0.6289694763422016,1000.0,0.0,-1.9250848975500803,2.6182726546322854,-302.6999675598143,0.2039149843435733,191.65648200988792,15000
0.6641501154303554,1000.0,0.0,-1.6011470229950446,3.039794533507841,-321.5780341796878,0.11384212842583656,201.61775310516305,16000
0.6848378893136962,1000.0,0.0,-1.8044721913897457,2.980279876088412,-338.7352214355469,0.01959068283904348,202.60312695312518,17000
0.6860339227914816,1000.0,0.0,0.48598567956583927,3.7036131085046167,-354.34070510864245,-0.0024259459604509277,204.4419494857788,18000
0.6802239731550223,1000.0,0.0,-0.9754282569582786,3.62321288252669,-369.4698511047365,-0.00853960097860546,205.2962458724977,19000
0.6717674985527985,1000.0,0.0,0.31973636422209367,4.170143081569162,-383.0645026855456,-0.027197136084549135,209.52037220764123,20000
0.6608167816996565,1000.0,0.0,0.1200732787867988,4.558974797213718,-395.67975323486405,-0.021647674324922213,204.7513830032347,21000
0.6451932600140566,1000.0,0.0,0.06741624738588929,4.502106826313275,-407.3923079528815,-0.03069735231250516,205.837994194031,22000
0.6398986628651616,1000.0,0.0,0.23388311015724697,4.209171693164386,-419.0721257629401,0.0004046120876446376,203.11646160125724,23000
0.6325306298732766,1000.0,0.0,0.6731018774438849,3.7901462321191626,-429.9926888122557,-0.0234613903835416,202.15809257507314,24000
0.6251577588319788,1000.0,0.0,0.5769710342086848,3.876549985986099,-439.33805886840844,-0.015995776723138996,195.78638000488246,25000
0.6147501248717311,1000.0,0.0,1.1143037436142034,3.5375470194147383,-447.94600393676836,-0.032640875220298834,191.47484378051743,26000
0.603636123239994,1000.0,0.0,0.9908211589105826,3.6053660465015693,-456.21006356811426,-0.024209426588378827,191.90003459167474,27000
0.5925432237386712,1000.0,0.0,1.0807066647192372,3.4964456475825023,-464.01697906494115,-0.03232298344187438,188.10443685913057,28000
0.5786521321535094,1000.0,0.0,0.5320932708933123,3.867129436280386,-470.7604813537604,-0.03806964300293487,187.6067903594972,29000
0.5688267764449112,1000.0,0.0,0.9065711164875436,3.6079550353873433,-476.35863162231533,-0.037968531484715635,182.70378880310034,30000
0.5569524506926539,1000.0,0.0,-0.654700599055838,4.843375948127019,-481.8126386718751,-0.016094358196482094,179.32361500549274,31000
0.5528482543826114,1000.0,0.0,-0.04638234663718055,4.791850347540729,-486.8385051574698,-0.026243019390851302,179.15389975738515,32000
0.5457592346072188,1000.0,0.0,0.6147112728613864,4.559047675508056,-491.6403139343265,-0.009313676060177361,180.96093270111047,33000
0.5373584492802629,1000.0,0.0,1.1606639763230941,3.7942247358819507,-495.1924598388667,-0.04809903616085652,181.8297669372556,34000
0.5269260333180451,1000.0,0.0,0.5661573670826654,4.457616237653262,-498.56873577880873,-0.029122844700701558,184.99473712921184,35000
0.519707317650318,1000.0,0.0,-0.6345178099071759,4.920920089359317,-501.77521008300766,-0.01699932765774427,186.03489931488045,36000
0.5147194063067435,1000.0,0.0,1.11047682877709,4.112677489522527,-503.74708126831086,-0.03264964908920229,185.05330451965312,37000
0.5053195888102047,1000.0,0.0,0.5577803122948063,4.011844424391571,-505.8685682373045,-0.04187926968000828,184.57563296508798,38000
0.4978513914048669,1000.0,0.0,1.7712673210477288,2.512997315302952,-507.6517908020028,-0.01710408651735632,185.17744911956777,39000
0.49363191825151437,1000.0,0.0,1.0934568601355938,4.2312340047670745,-508.8122886962887,-0.020523577339947256,189.81330935668956,40000
0.48531544268131205,1000.0,0.0,0.8018513690001844,4.352337173508554,-509.9516608886722,-0.04794753550365564,199.4647229843144,41000
0.4742699904441837,1000.0,0.0,1.2065414744085754,3.7331137709500126,-510.51938763427734,-0.04070371872372925,197.01777914428715,42000
0.4667741573750972,1000.0,0.0,-0.45823381262556534,4.670510230307711,-510.95555249023374,-0.046512017643079225,185.34686457061784,43000
0.4581055687069898,1000.0,0.0,0.8103115244157698,4.5481397227899265,-510.8306384277347,-0.029060035094618776,193.6408712081908,44000
0.4531388252079484,1000.0,0.0,0.2290305878336956,4.195922839763449,-510.15240676879904,-0.027940567022189437,187.580193977356,45000
0.44595530134439454,1000.0,0.0,0.9878705897930918,4.0395709705893195,-509.6789140319824,-0.03504383555240926,189.2401806640624,46000
0.4401140328347689,1000.0,0.0,0.9673125357410426,3.777151909871848,-509.14243731689356,-0.04102533359918747,187.42799933624312,47000
0.4323950304687025,1000.0,0.0,0.36484351590144676,4.27696454684238,-508.40714709472604,-0.05319529278948908,188.43931969451867,48000
0.4241777321100234,1000.0,0.0,1.1612946115521,3.858061843126179,-507.2532957763679,-0.03579689150210476,198.08947376251228,49000
0.41777616551518376,1000.0,0.0,1.0980315066219632,3.6379918445262254,-505.7041351013181,-0.04426268254220477,199.60094338989276,50000
0.4097461773753162,1000.0,0.0,0.4954562635222542,4.3691584249678606,-504.030549987793,-0.05364045617636287,190.34142329406723,51000
0.40173771122098006,1000.0,0.0,1.2615506928909654,3.608199004015087,-502.0461123046876,-0.06782767319492991,199.75632794189485,52000
0.3897049883604053,1000.0,0.0,1.4948367274270449,2.454735127676313,-499.94406011962957,-0.06691199638135722,194.859413368225,53000
0.3856167128980156,1000.0,0.0,1.019057707587289,3.4646999150097884,-497.65944137573246,0.0037835770398378394,210.17758162689228,54000
0.381103917986155,1000.0,0.0,0.7312805699700352,3.95549624240969,-495.82099682617144,-0.07066019075922662,207.38411537170407,55000
0.3727207365930084,1000.0,0.0,0.5896458825430985,3.7003592325537986,-493.55120294189413,-0.06025495615229015,204.7446462783813,56000
0.3671418198645117,1000.0,0.0,0.8391902599516822,3.8671041445907197,-490.4484400329586,-0.03452565487287939,221.16766709136957,57000
0.36055760779976836,1000.0,0.0,1.5011262871612092,3.2003183111278886,-487.65783193969736,-0.06346473869867646,202.78114622497583,58000
0.353181208580733,1000.0,0.0,0.7330594628853752,3.2081680943560285,-484.6430368957525,-0.07077437310293318,219.07703684234608,59000
0.3461905159652225,1000.0,0.0,1.0995883418561663,3.4469273343377265,-481.5757427368168,-0.0465146337859332,224.5230620727536,60000
0.34265647050738346,1000.0,0.0,1.291223549342972,3.619823164232773,-478.9038663330078,-0.03726556888967748,230.52915061950688,61000
0.33603317800164273,1000.0,0.0,0.6539149396899686,3.2919461394560936,-475.7017185058591,-0.0317388737406581,234.54305456543005,62000
0.3342885496914394,1000.0,0.0,0.6529449990140054,3.9669326802460505,-471.9653872070306,-0.047844301277771596,231.37251411437995,63000
0.32564351797103774,1000.0,0.0,-0.19751834174851812,4.196161604275723,-468.3451467285159,-0.10727324423752747,244.7953221282959,64000
0.3179651180803773,1000.0,0.0,1.2035094443608527,4.276047592672548,-464.5245551147465,-0.03442735113389793,233.45074216461185,65000
0.31595857772231145,1000.0,0.0,2.0010050301486175,5.412956384120615,-460.66369607543925,-0.0430475088506937,233.48211098480212,66000
0.31224205282330453,1000.0,0.0,1.3383041158858855,4.452655241033917,-456.82561730956996,-0.0037027852181344984,233.01360707855218,67000
0.3112786571681506,1000.0,0.0,0.8493078869613424,4.096756465024753,-453.6537479248039,-0.01733955527842049,235.49291017150878,68000
0.3110970607995997,1000.0,0.0,1.545865387948839,4.538086216412303,-450.38488815307653,-0.018950806593522423,238.97077248382553,69000
0.3076677846014501,1000.0,0.0,1.36008468534541,2.9913569953798422,-446.77175921630817,-0.04431211709976197,249.8550184555054,70000
0.3025007514059545,1000.0,0.0,1.8710027430077978,3.974218007398052,-442.7469856567382,-0.052411621855571834,244.9271775741576,71000
0.298361518412828,1000.0,0.0,1.455503282637741,4.979469632491646,-438.55480859374916,-0.02938811608031393,258.4932374343878,72000
0.29673469266295455,1000.0,0.0,0.3613425604844086,4.623943644829612,-434.0160348510738,-0.02816573985293501,256.39606534576416,73000
0.29563177248835515,1000.0,0.0,-0.5106081453141382,4.701204265415425,-429.4144723510741,-0.017471048332750788,264.92880175781187,74000
0.2911111084520819,1000.0,0.0,0.18695459572722917,5.562888476972665,-424.3965085754399,-0.05353967487253264,266.86768847656265,75000
0.2853538277745252,1000.0,0.0,0.5336101422233125,4.8166661044519765,-419.2288638916013,-0.07921037289500274,269.79721455383327,76000
0.2797971275746825,1000.0,0.0,-0.8000105411465603,5.452349795925981,-414.3828713378913,-0.06568604260124253,283.7491590728763,77000
0.27533995857834886,1000.0,0.0,0.3441218362401221,3.9774491326871755,-408.38866842651396,-0.04103156584128739,289.51917610168454,78000
0.27048490455746693,1000.0,0.0,1.571227010272754,3.4679787962770554,-402.9949093017575,-0.07724434854090229,286.4987354583739,79000
0.26569516050815567,1000.0,0.0,1.5856290294526132,4.434970853738278,-397.5868656921385,-0.04585051151178771,297.4952457733156,80000
0.26360566979646655,1000.0,0.0,2.5020380065748253,4.5079807654881305,-392.49525543212917,-0.04553977874107665,306.25635926818836,81000
0.26010979932546563,1000.0,0.0,1.9329994005424684,3.9993728674226956,-387.3979570922844,-0.015492686660960322,310.93822467041076,82000
0.25799444380402464,1000.0,0.0,0.6237654448990836,3.980418703258452,-382.03028768920933,-0.05637656429037454,319.1463871459954,83000
0.25575872424244867,1000.0,0.0,1.4381253750510385,4.0839932866796,-376.6021688842776,-0.03021802687458692,321.5186477203373,84000
0.2518302340805534,1000.0,0.0,-1.192951457677918,4.311667160428951,-371.40968545532195,-0.04576261734962463,315.50282124328635,85000
0.24932991705834873,1000.0,0.0,1.9641939905117898,4.022429225186492,-365.95254907226655,-0.03974676759727311,318.53260848998974,86000
0.24659823283553142,1000.0,0.0,1.4100495934885835,3.726489325249778,-361.2812615051275,-0.061045212738215976,313.426401245117,87000
0.24253804527223133,1000.0,0.0,1.5130033812938357,3.407775295051106,-356.6132901000961,-0.01969531851820649,308.16487121582014,88000
0.24113650457561026,1000.0,0.0,1.733780230751671,3.9554456711154393,-351.70020043945283,-0.04850688395835448,300.2872928619378,89000
0.23757821810245489,1000.0,0.0,0.439309006031342,2.960572128739031,-347.4595226745601,-0.0777853843271732,295.45549366760287,90000
0.23352122810482964,1000.0,0.0,1.8380916467224007,2.8935654355465434,-343.149501983642,-0.043812614060938324,297.68605624389664,91000
0.23143570105731515,1000.0,0.0,2.122826587797363,2.9182847759815878,-338.95194747924893,-0.00890915528312327,285.6517226257325,92000
0.22899380415678064,1000.0,0.0,2.2068318066655914,2.8576487691600594,-334.63316146850667,-0.07169897638633857,294.9177712173464,93000
0.22476242980360983,1000.0,0.0,2.242850838253068,3.290444572642062,-330.8776094970692,-0.03620105879195041,290.2629752807617,94000
0.22360412091016807,1000.0,0.0,3.9070121315916793,6.496313395505851,-327.4328936157228,-0.04545437838695943,271.2328177490238,95000
0.21989337474107767,1000.0,0.0,2.3595763820413946,2.9028905795918787,-323.97789416503923,-0.04130395826697356,275.20145756530746,96000
0.2185352811813355,1000.0,0.0,2.6705466426005158,4.104620707349686,-320.86987976074244,-0.04960940872505307,271.6741664276117,97000
0.21616954958438864,1000.0,0.0,3.009909256380685,3.2809993735225493,-317.7478688964846,-0.02932972281426199,271.2618697662351,98000
0.21562379795312864,1000.0,0.0,2.7569776778283788,4.13454120199429,-314.9445755920407,-0.012504351112991571,266.54353244781544,99000
0.2127603458166124,1000.0,0.0,10.965684234193146,19.58871099560893,-312.32493554687477,-0.07893795525282643,264.7152374114986,100000
0.2101205510497092,1000.0,0.0,14.785086787635962,21.28765626340305,-310.23532379150475,-0.011230503492057335,255.18378456878676,101000
0.211020119130611,1000.0,0.0,6.809620923065873,8.771876271789917,-307.97772100830065,0.0285343347266317,252.77116897582985,102000
0.2122567555010316,1000.0,0.0,8.234240720883069,15.920109146367354,-306.00544207763596,0.022421048700809465,256.46708797454846,103000
0.21167497597634796,1000.0,0.0,31.535294455637302,20.52924331541831,-304.0866782531732,-0.008290190026164,261.2251626510618,104000
0.21177991017699216,1000.0,0.0,10.621362315487909,12.104767134311855,-302.1126453857415,-0.031238335415720995,257.46586209106465,105000
0.21057465374469783,1000.0,0.0,5.912434068761406,12.926427205818278,-300.42597973632763,0.006805034296587109,251.6937808151245,106000
0.21056329841911803,1000.0,0.0,35.93452596090641,24.644117230350968,-299.03926617431637,-0.023346441872417915,249.42205957031206,107000
0.20829379864037068,1000.0,0.0,15.324972725514213,19.792058542095486,-297.6383093261717,-0.019128085194155597,250.09566810607927,108000
0.20892941887676666,1000.0,0.0,38.56573270344721,24.784386039089803,-296.39973583984295,0.005433158930391061,247.04473040008594,109000
0.20956110003590597,1000.0,0.0,33.04684371013637,25.715740317139986,-294.82509225463883,0.015095923449844095,243.80406343078616,110000
0.20821568402647955,1000.0,0.0,27.059225630310962,27.414253355263202,-293.66993740844663,-0.05738207992725076,241.0276191787719,111000
0.20582392783463002,1000.0,0.0,29.703649497712796,25.20533891136601,-292.6629332275393,-0.03103803819790475,244.0400741958616,112000
0.20548144553601783,1000.0,0.0,36.13989350091899,24.93151609732429,-291.9461783447268,0.0021102240122854604,240.34345815277075,113000
0.2049574763178825,1000.0,0.0,27.131518262218297,27.15026664694563,-290.90495812988337,0.02387660408020019,239.3225092697144,114000
0.20517709048092359,1000.0,0.0,22.366299230045755,27.04183674898872,-290.1643800659175,-0.029924259927123806,239.21452101898157,115000
0.2047029456198216,1000.0,0.0,41.23310882308068,22.058283453579698,-289.54907455444265,0.01175649805366992,240.39738694763182,116000
0.2044636573344469,1000.0,0.0,25.40968977998621,25.715662739888213,-289.05975430297826,-0.01582174625247723,241.95572181701664,117000
0.20631543061137178,1000.0,0.0,45.73402480271602,2.5339805023740123,-288.5426443176274,0.037270113991573324,237.4103081054689,118000
0.20614982517063618,1000.0,0.0,49.95341557081551,18.534833657095525,-287.9957189941405,-0.011026335084810854,239.46419253540006,119000
0.20631062622368357,1000.0,0.0,35.61224707610251,24.386224482376463,-287.48839785766546,0.010065826386213304,235.34871671295141,120000
0.2071165852397675,1000.0,0.0,37.442317584594385,25.328973264546846,-286.8908253479,-0.0013089481852948447,233.32589907073984,121000
0.206982254430652,1000.0,0.0,44.159216394907965,16.105900450392078,-286.4882573242188,0.01161276462487874,232.36283035278268,122000
0.20607599897682646,1000.0,0.0,44.51878207606275,23.604292960540192,-286.2561439514161,-0.021090375188738124,231.9602214584352,123000
0.2054234490692616,1000.0,0.0,37.66744271937029,25.807405226068305,-286.30106164550847,-0.0066685491017997025,226.18994643402135,124000
0.20804056200385065,1000.0,0.0,42.34950879788871,22.398759394749675,-286.1758919677729,0.05472390485182419,231.26609490203896,125000
0.20712510219216335,1000.0,0.0,47.5687357451057,17.457233001298025,-285.8808299255369,-0.06040644544176763,228.85406870269767,126000
0.2050012973845007,1000.0,0.0,48.448248356297654,2.6735069051397145,-286.0098040771478,-0.01243210496380923,226.55236608886742,127000
0.2043750367909672,1000.0,0.0,47.11521670800506,17.3644012403046,-285.7737517395025,0.0006458078473806543,229.7784549407956,128000
0.20388813048601143,1000.0,0.0,47.784676072834564,17.421831950068125,-286.13992880248935,-0.017774877760559298,227.64733518218938,129000
0.2048117206096648,1000.0,0.0,34.2616623383274,28.491445236424244,-286.3021912231458,0.047029217997565896,228.68543550872815,130000
0.2071588575690986,1000.0,0.0,37.8986988344308,25.549208632169773,-286.4033007507325,0.023421322416514116,222.75241229248047,131000
0.20803886683285217,1000.0,0.0,56.52129065890252,2.9378400377221077,-286.54396585083066,0.03002549492940309,224.31686758422848,132000
0.206823866724968,1000.0,0.0,51.903613300016495,3.2514133601105284,-286.67973910522534,-0.05634122436121101,226.3528719940182,133000
0.20664637713134307,1000.0,0.0,54.87321888647087,2.764457641087821,-286.8236157836917,0.017501361424103433,228.1160816421512,134000
0.2075882439613348,1000.0,0.0,53.99447434468067,2.768087777161073,-286.7465227050792,0.007757163073867519,231.28049248504638,135000
0.20743621490895703,1000.0,0.0,51.46390734655933,2.7904803421933884,-287.00157556152305,-0.01765591159835458,225.06479016113278,136000
0.205929793357849,1000.0,0.0,51.44743707099192,2.6718102634008605,-287.2392244873042,-0.025941028324887153,220.7844733123779,137000
0.20475831441581285,1000.0,0.0,50.88837684143718,18.448819277556243,-287.4154874572751,-0.008229266133159404,217.6719094924926,138000
0.20664896814525138,1000.0,0.0,48.201748786030876,2.436375744054341,-287.69579409790026,0.04452019410021593,223.3564718246459,139000
0.20651434567570645,1000.0,0.0,52.483550753232535,2.7544172810469614,-288.0105092773438,-0.01538665380328893,217.57576618957532,140000
0.20595449887216094,1000.0,0.0,55.16867189212631,2.9069126146650266,-288.21732696533303,0.006520543705672022,217.30635969543485,141000
0.20695365643501315,1000.0,0.0,50.15705466128988,2.503141799482802,-288.7578294982911,0.011253156749531588,226.23438437652572,142000
0.20627048659324618,1000.0,0.0,48.509668261448915,2.531365558202641,-289.28535760498073,-0.0033632503375410987,225.35184981536895,143000
0.20714947059750569,1000.0,0.0,54.40771748935245,2.7545089017647464,-289.6025897216801,0.026646627809852327,229.16312422180147,144000
0.20797284561395624,1000.0,0.0,58.383728679629655,2.7692235074753304,-289.8236583251951,-0.022964784059673532,219.20320842742936,145000
0.20800991837680352,1000.0,0.0,50.39111323387794,2.497690329210653,-290.33124523925875,0.008594514397904315,221.35877948760944,146000
0.20645804969966403,1000.0,0.0,48.92868783266644,2.5390547632176483,-290.73568051147447,-0.01616346637904656,220.46940293121378,147000
0.2067045979052778,1000.0,0.0,49.58680056732508,2.659878010190332,-291.0709172058103,0.02762050395086412,217.0906517410282,148000
0.2097323000282054,1000.0,0.0,56.994922766710744,2.8496780466464933,-291.45774978637695,0.03923046702891592,219.8439921722415,149000
0.20811371022462835,1000.0,0.0,54.88379281083318,2.6743639893236444,-291.98762466430605,-0.03689951352030041,214.87040776825003,150000
0.20876659683883173,1000.0,0.0,55.825776006994964,2.786024262447266,-292.2737737731939,0.019282989030703912,225.98632936096192,151000
0.2083325030654663,1000.0,0.0,52.83679792594113,2.5882148138087304,-292.5166545715329,-0.025581759098917255,214.08747670745862,152000
0.20796724076569076,1000.0,0.0,51.751452282833874,2.5612634969700463,-292.99637988281296,0.004104387145489443,219.15287543487545,153000
0.20716030929982665,1000.0,0.0,57.08304060205197,2.69512608575806,-293.53364898681554,-0.01928837411850694,204.42146910858145,154000
