eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
1000.0,0.0,3.6081314564162685,7.437865629629141,-2.3182256941795374,0.7534660229831935,0.7917543211430319,1000
1000.0,0.0,5.495805014480046,11.549818831525387,-2.403638285636904,0.3413987478762862,0.3497682014703752,2000
1000.0,0.0,9.094079521225378,9.982834197007083,-2.421970994949343,0.6414170904755577,0.6516624958813179,3000
1000.0,0.0,14.119256947301444,13.050882049059048,-2.429816442012789,1.1147190666198739,1.1257780227661118,4000
1000.0,0.0,18.61753626502373,12.052181571759535,-2.4343713259696886,1.6911118784546828,1.7126560863256453,5000
1000.0,0.0,12.270428560711775,9.000957584175767,-2.4368899021148724,2.417282090783117,2.4650612374544116,6000
1000.0,0.0,18.770236113322046,11.555960716180488,-2.4396935296058615,3.2900417715311026,3.348437838077541,7000
1000.0,0.0,18.3814388192692,15.834457396840628,-2.4421071233749427,4.370072935104365,4.4377017664909415,8000
1000.0,0.0,23.668369500536805,12.718892527033123,-2.4444132113456685,5.412566079378138,5.499885299682628,9000
1000.0,0.0,28.218663604024837,11.404178289609684,-2.445770283699034,6.528269102573397,6.588451869487764,10000
1000.0,0.0,24.99845646314019,13.062205625971082,-2.4461249513626058,7.6105213017463775,7.67022578668595,11000
1000.0,0.0,18.080032305341305,14.807087173546089,-2.4472993297576946,8.721937811374655,8.762623170375868,12000
1000.0,0.0,29.911132255045224,15.074156585220273,-2.4484039707183807,9.989462046623213,9.982696752548222,13000
1000.0,0.0,27.127644727048295,15.975655700412073,-2.4481269354820188,10.908972801685335,10.868633246421819,14000
1000.0,0.0,28.32363879409121,14.167763387731444,-2.4489019064903292,11.843548866271968,11.773723730564125,15000
1000.0,0.0,19.858314879666924,11.8289792545138,-2.4488064136505088,12.572735777854923,12.487198268890392,16000
1000.0,0.0,35.895781488757784,10.818868584112343,-2.4500221838951064,13.392625127792344,13.24390713787079,17000
1000.0,0.0,40.04596561803368,8.933820225408109,-2.4488802065849304,14.042580620765683,13.891530227184319,18000
1000.0,0.0,39.16263828458596,13.14838066831468,-2.4491728463172917,14.676362543106071,14.573464898586257,19000
1000.0,0.0,42.83661757392361,4.457826040202609,-2.4485454239845277,15.18548147487641,15.0295413675308,20000
1000.0,0.0,38.78612757920653,14.484106634052754,-2.4489309091567995,15.983794855117809,15.80126388645171,21000
1000.0,0.0,38.165097673104725,16.540436619930844,-2.449062362194058,16.42505170440676,16.27948051548004,22000
1000.0,0.0,45.19531189557959,3.363659642016291,-2.4487839431762715,16.75541999721531,16.662761488914548,23000
1000.0,0.0,39.08046813206095,13.092898506460301,-2.449475461006163,17.2570376768112,17.119259324073777,24000
