eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
1000.0,0.0,9.971216695982516,9.49545648596465,-2.31042978549004,0.7751715774834139,0.7673365886956443,1000
1000.0,0.0,16.5614598933341,13.219301015344934,-2.399216241359716,0.35330772277712785,0.3767190835922952,2000
1000.0,0.0,10.813604635146254,13.662414597806372,-2.4191993336677604,0.6646876550316819,0.7064445818364605,3000
1000.0,0.0,8.339827708357607,8.820945895469077,-2.4280029168128996,1.1421025488376642,1.2074533203840272,4000
1000.0,0.0,6.2084951505786075,9.581739982312675,-2.431753128528598,1.811561336636545,1.9110732042789442,5000
1000.0,0.0,4.562652501059569,8.115036283418876,-2.434744544029235,2.597779571771615,2.7149653749465963,6000
1000.0,0.0,7.302086034287305,8.657208631439985,-2.438286025524138,3.493695120573044,3.6174089133739478,7000
1000.0,0.0,13.1935635592539,12.826621218224602,-2.441621100902556,4.537025007247933,4.692391445159906,8000
1000.0,0.0,11.092250072660633,7.016118111678262,-2.443744185447699,5.752098033189755,5.88921171236038,9000
1000.0,0.0,15.904722825856243,13.356737759163822,-2.4460512828826912,6.852051982879629,6.985175457477566,10000
1000.0,0.0,11.516836855391169,10.346424341129666,-2.4470469155311574,8.029144415378568,8.172877610206605,11000
1000.0,0.0,25.19196887408236,17.901863126093584,-2.4483616695404007,9.156025988101968,9.28714105415343,12000
1000.0,0.0,17.569435856567065,13.764333977607205,-2.449168592453007,10.21605043268204,10.289054655075079,13000
1000.0,0.0,26.043350894219873,17.29571225084194,-2.4502029390335105,11.154616595745077,11.283253875255609,14000
1000.0,0.0,26.92072628558604,15.825962230269338,-2.449784678936011,12.177816777706159,12.325810114860523,15000
1000.0,0.0,34.79121460108111,16.968481032210917,-2.449720242977145,12.91963783168793,13.167332994461056,16000
1000.0,0.0,36.31521638829486,13.332030256605599,-2.45041652059555,13.433483558177954,13.612329635143285,17000
1000.0,0.0,24.847664338258447,16.855230468769907,-2.4505188121795656,14.08677919101713,14.267961448669427,18000
1000.0,0.0,41.28541129021203,8.964421703334105,-2.4505704779624895,14.955255057334895,15.243149924278253,19000
1000.0,0.0,39.151196496894435,15.394214963183822,-2.4515145468711834,15.27206329536438,15.50392112827299,20000
1000.0,0.0,36.891360522628425,16.77042085492903,-2.450892882347102,15.926683555603002,16.206278984069744,21000
1000.0,0.0,46.570898367294454,3.39108936949841,-2.451600832939151,16.372216014862076,16.683773015022286,22000
1000.0,0.0,46.31710457740454,3.328568767712409,-2.4508064184188845,16.886128745079006,17.115067783355713,23000
1000.0,0.0,46.25966474109233,3.89693623035679,-2.44977465820312,17.36809962940215,17.524312559127853,24000
1000.0,0.0,45.4966725893622,3.6516880147320894,-2.451064616203313,17.458335359573315,17.783448494911216,25000
1000.0,0.0,46.0316130701606,3.204810340014521,-2.4503913493156437,17.35586191082006,17.6704700660706,26000
1000.0,0.0,45.7368733360504,5.04744078305853,-2.4505368375778205,17.694414793014563,17.924043110847414,27000
1000.0,0.0,46.82543318220325,3.1152355316590388,-2.4506762199401826,18.001436628341644,18.136478672981298,28000
1000.0,0.0,43.600253015490395,12.293781959892733,-2.45006731939316,17.944097085952734,18.147081307411224,29000
1000.0,0.0,45.89270817903885,3.3982832705685855,-2.450575877666466,18.272584656715402,18.41807206630706,30000
