eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
1000.0,0.0,9.40331205003245,7.8464540564003125,6.4517624568939285,0.19427834079787173,0.21203244102187488,0.02915051566390316,1000
1000.0,0.0,9.934123687788507,14.06187979951105,3.789754898548126,0.05296010144986214,0.05141619477048512,0.00663570836931467,2000
1000.0,0.0,27.191421864973492,12.117775262952774,2.4678074154853866,0.09935235857218513,0.09686879235878598,0.009568017945159244,3000
1000.0,0.0,24.55975373939505,17.286251825953574,1.377259095430377,0.16267505680769678,0.16130346649140168,0.01853477727994317,4000
1000.0,0.0,23.427013186117588,15.246061150333844,0.5659506935514499,0.22766351257264641,0.22865788377076357,0.031163287146017016,5000
1000.0,0.0,13.446478188397123,13.771806347662027,0.32608041099086404,0.2948520996719601,0.2975176669508209,0.04589504750818014,6000
1000.0,0.0,9.958967683204495,11.551281765286797,0.13034563581272957,0.3677800619751212,0.3722282745093104,0.06121620928868652,7000
1000.0,0.0,20.266585358273364,16.658947171956505,0.2848806741982697,0.4291127830296748,0.4352945348918438,0.07790073178336036,8000
1000.0,0.0,15.730383696487484,14.294586643114911,0.2192361194416883,0.49529234457016,0.5005726750493048,0.09583488605543965,9000
1000.0,0.0,3.0737395041358693,5.614229956152227,0.21934496212750673,0.5751641058027739,0.5777692313790326,0.11432593788206571,10000
1000.0,0.0,27.271617113686936,15.084968564162546,0.0439110220074658,0.6198279338479046,0.623286908686161,0.12827823951095327,11000
1000.0,0.0,24.57523271639416,15.347504499053219,-0.3657067605853077,0.688606789618729,0.6870559955835327,0.14159862729906994,12000
1000.0,0.0,2.0590331895300196,5.074477528184611,-0.1664378813952206,0.7489576196670522,0.7521766806840887,0.15603848172724266,13000
1000.0,0.0,21.443517550060047,15.450900661469902,-0.49841348549723785,0.8106558817029015,0.8059719787538062,0.16784078855812548,14000
1000.0,0.0,20.37028559042652,13.72039115219928,-0.29036025707423685,0.8613372685611237,0.853473976552485,0.17965512928366686,15000
1000.0,0.0,17.567550246868112,13.291223151600143,-0.23335699248313851,0.8893177562952059,0.880636506736279,0.18506491523236024,16000
1000.0,0.0,30.440205384593856,14.674070462667244,-0.5722109388262042,0.9270510020256043,0.91783446264267,0.19417969237267982,17000
1000.0,0.0,12.951264113604719,12.88459165712811,-0.8543850533068181,0.9537682255804536,0.9414199440479278,0.19533231838047482,18000
1000.0,0.0,29.702334564311876,14.303354594571124,-0.9655861333310598,0.9843118841052065,0.9687444407641882,0.1970294144451613,19000
1000.0,0.0,28.566231186092967,11.82342051788911,-0.8941712408959861,1.0250800047516824,1.0135709237456305,0.20124392950534817,20000
1000.0,0.0,36.11666385655565,9.307674368543463,-0.8548759377598758,1.0460380923748007,1.0400443626046172,0.2045719012469054,21000
1000.0,0.0,30.05880073445925,14.94238651560863,-0.9262507824450716,1.0444944325089451,1.0407744839191424,0.20309214772284023,22000
1000.0,0.0,20.829287385250623,18.32704404521466,-0.8086885817348962,1.0453545067310317,1.043534972667695,0.20143326974660153,23000
1000.0,0.0,25.214245170646006,15.44778456340701,-1.2051745962798601,1.0333210169673008,1.0272032037377359,0.1972344415783883,24000
1000.0,0.0,32.6654725520738,8.978156486259932,-1.0021953113377102,1.066781172931194,1.0649813112020532,0.19657527552545054,25000
1000.0,0.0,38.89710925352592,4.561121814336478,-1.424393483638764,1.0425436682105071,1.0472691516280184,0.19217436996102363,26000
1000.0,0.0,23.387114333315868,16.17884365036739,-1.338878868445754,1.0651765733957277,1.0577847666740405,0.1916316310465335,27000
1000.0,0.0,36.058513747470975,9.68124984318418,-0.8323586340546617,1.0492504905462272,1.044512152373791,0.18689211501181124,28000
1000.0,0.0,24.061127970937846,17.016691544014513,-1.2085216269791144,1.0581624302268056,1.0604617050886163,0.18713499167561526,29000
1000.0,0.0,36.36596130821986,10.283263652885413,-1.2587504893243329,1.0293516852855664,1.0319470003247257,0.18290717357397154,30000
1000.0,0.0,32.488983251663775,12.437521125947393,-1.1635135605335236,1.0730824704170228,1.073446509838102,0.18316016039997363,31000
1000.0,0.0,32.67675097609653,14.337023835074397,-1.4358429010063418,1.0657902323007566,1.0679921224117295,0.17985537697374812,32000
1000.0,0.0,34.84892798071815,13.398728693798706,-1.1798840138912186,1.0522012010812776,1.052263059139252,0.17706586899608398,33000
1000.0,0.0,41.85029996197692,3.7126661205394393,-1.043755570650102,1.0058263498544684,1.009347414910793,0.17102538024634137,34000
1000.0,0.0,43.09225682761346,3.3137951467665556,-1.209687129534782,1.0471070745587368,1.0525998671650907,0.17379942964017395,35000
1000.0,0.0,37.73356585566944,12.769572280076307,-1.1932074648737918,1.0254199491739284,1.032791488111022,0.17147446128725985,36000
1000.0,0.0,40.132708166184905,10.118087354475085,-1.110907699480654,1.0211500403285025,1.036292919397354,0.1694473701789977,37000
1000.0,0.0,41.75823322313788,3.518951933596285,-1.3419579486250892,1.0034847636222832,1.0087622737288497,0.16637643788009882,38000
1000.0,0.0,36.63173230301734,15.119301129846027,-1.2416716534793364,1.0018455573916443,1.003918887615203,0.1639287034198645,39000
1000.0,0.0,39.61878233773455,7.709432035287122,-1.267495996125045,0.9778582966327657,0.9931788817048064,0.1625703508481385,40000
1000.0,0.0,41.56834539708876,7.085168617514764,-1.255622788146138,0.972727930545806,0.9818334964513783,0.15617185764014727,41000
