loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.061806727,-18.642776403515942,1
0.045140054,-28.636035733786752,2
0.03907121,-31.659264870501996,3
0.035490252,-33.45065992873398,4
0.03265595,-34.77535809978946,5
0.030882657,-35.80754797994922,6
0.029252183,-36.65959423815602,7
0.028231299,-37.385610754106494,8
0.02728944,-38.009014543492725,9
0.026547218,-38.564197382764284,10
0.026018288,-39.0393717311596,11
0.025233438,-39.47094182584126,12
0.024810249,-39.86675847423599,13
0.024308205,-40.22323301578981,14
0.023962347,-40.554800683701764,15
0.023425551,-40.85749874521017,16
0.023159342,-41.13929470675699,17
0.022880642,-41.400815370358636,18
0.022537945,-41.65292364953572,19
0.022197112,-41.884768089535115,20
0.021984816,-42.105585182896334,21
0.021625403,-42.31522581105845,22
0.02133817,-42.50919799824255,23
0.0210959,-42.70636485203256,24
0.020912012,-42.891288073437735,25
0.020579426,-43.06742344553209,26
0.020407192,-43.229416393506035,27
0.02003296,-43.395199331756615,28
0.01999944,-43.54441426197178,29
0.019836282,-43.70441538127577,30
0.01965204,-43.849152440014606,31
0.019451175,-43.98584590186887,32
0.019366976,-44.13253522756987,33
0.019162849,-44.25677813197075,34
0.01915247,-44.37638722801551,35
0.018960198,-44.51552903869269,36
0.018948328,-44.632120050751695,37
0.018634679,-44.748937453695305,38
0.018440226,-44.8622548997815,39
0.01846287,-44.96741317510299,40
0.018164963,-45.08698339332645,41
0.0181447,-45.19790072660013,42
0.017941358,-45.301112502499954,43
0.017838798,-45.403070106907485,44
0.017694,-45.504599700129376,45
0.017500669,-45.603859654143086,46
0.017535448,-45.69873896009587,47
0.017476704,-45.78990654702002,48
0.017374367,-45.88347612035125,49
0.017279178,-45.97293452037607,50
0.016977856,-46.073048627079984,51
0.017050402,-46.16205230325453,52
0.016935429,-46.24124110090516,53
0.016936522,-46.33416377143635,54
0.016865183,-46.41143566267586,55
0.016646655,-46.500804091025756,56
0.016642919,-46.58386733061719,57
0.01662332,-46.65385918765228,58
0.016432405,-46.72982634089182,59
0.01631631,-46.802365945100355,60
0.016241862,-46.88659921955775,61
0.016033847,-46.967485908729415,62
0.016136011,-47.03665966631725,63
0.015996631,-47.095529430552794,64
0.01596957,-47.17411121193278,65
0.015924957,-47.249219151330806,66
0.01585776,-47.313768984140815,67
0.015583808,-47.377606992875656,68
0.015629811,-47.42582983235636,69
0.015434414,-47.50178142840142,70
0.015647369,-47.56706896143774,71
0.015541365,-47.63886222340383,72
0.015291599,-47.68112477206915,73
0.0154048,-47.74730301979537,74
0.0153060015,-47.7867225740897,75
0.015172566,-47.86166315893235,76
0.014990498,-47.91390145402836,77
0.014949756,-47.96812794898895,78
0.015298383,-48.02642859639679,79
0.014759585,-48.082003914108334,80
0.014910648,-48.13377184401906,81
0.01474126,-48.183969832775254,82
0.014868358,-48.22589269629745,83
0.014829581,-48.27187820262376,84
0.014710436,-48.335716235818055,85
0.014587221,-48.37698115945382,86
0.014449482,-48.430178482552684,87
0.014408509,-48.49361885581514,88
0.014362305,-48.52991779891917,89
0.014198805,-48.566470802426494,90
0.014182475,-48.60656633888278,91
0.01418412,-48.671185683519234,92
0.013977167,-48.71751862765887,93
0.01390021,-48.74440012029514,94
0.013897074,-48.80591219784389,95
0.014108887,-48.847293253035446,96
0.013902957,-48.881196041845854,97
0.013825916,-48.940183039291234,98
0.013693956,-48.9711146006128,99
0.013555311,-49.01734345409925,100
0.013641966,-49.06588445831244,101
0.013673333,-49.09979391868495,102
0.01364253,-49.10729425728214,103
0.013533394,-49.18391197930546,104
0.013692565,-49.21978962387786,105
0.013410556,-49.265719021183,106
0.013344456,-49.293058719718175,107
0.0132249165,-49.343702753130124,108
0.013343111,-49.37085837466682,109
0.013186103,-49.40946931489219,110
0.0131318215,-49.447667403904774,111
0.01320014,-49.46402703691489,112
0.013142848,-49.51545045436361,113
0.01309784,-49.55603133595641,114
0.01294207,-49.593703213946334,115
0.01290863,-49.60233004565849,116
0.012860298,-49.657127189587314,117
0.012977002,-49.695750279315284,118
0.012747797,-49.726221656456886,119
0.0127546415,-49.759519750688526,120
0.012780117,-49.80919997574091,121
0.012838773,-49.821329838375334,122
0.012706858,-49.85009736469325,123
0.012626779,-49.88501823544655,124
0.012787911,-49.91774099819108,125
0.012550841,-49.951549065299574,126
0.012619905,-49.97196622810843,127
0.012617705,-50.01516757484704,128
0.012483956,-50.03487498480774,129
0.012764394,-50.09015991884062,130
0.012409801,-50.085081763315216,131
0.0124054225,-50.131608988939725,132
0.012363937,-50.17503109893055,133
0.0123538505,-50.19091311795004,134
0.012247684,-50.21373802687945,135
0.012235676,-50.2585273942265,136
0.012378955,-50.27621223780399,137
0.012230585,-50.30295446121439,138
0.012336639,-50.33287197151194,139
0.012103895,-50.360620351411285,140
0.012262258,-50.359356633881234,141
0.012207115,-50.420801357906214,142
0.012159421,-50.43637712492824,143
0.01214429,-50.46852789734779,144
0.0118880635,-50.50519851758927,145
0.011977647,-50.52068058042289,146
0.01200862,-50.53532770983101,147
0.01191889,-50.50397476583727,148
0.011928916,-50.57710071905175,149
0.011897598,-50.61146108857727,150
0.011871705,-50.634880295836886,151
0.011932119,-50.65863996311529,152
0.011808641,-50.669010893202156,153
0.011778688,-50.70377526842163,154
0.011785957,-50.73167802566564,155
0.0117319245,-50.75639911210363,156
0.011830858,-50.78673434887338,157
0.011624309,-50.78888258306636,158
0.011782523,-50.82405247068246,159
0.011535372,-50.83147482567489,160
0.011634286,-50.85573283486808,161
0.011701388,-50.901824044215125,162
0.011723764,-50.905269525943275,163
0.011567816,-50.91195767939045,164
0.011766752,-50.947483037306306,165
0.011544442,-50.94022697630709,166
0.011637351,-50.99240113674417,167
0.011519685,-51.00378005484429,168
0.011580192,-51.04082570023401,169
0.011471243,-51.057581943375965,170
0.011568261,-51.0774395569192,171
0.011409467,-51.08660851004308,172
0.011544761,-51.10825572829578,173
0.01135281,-51.134756077983866,174
0.011546031,-51.069042423988925,175
0.011395433,-51.12036371732498,176
0.011437563,-51.18415646236289,177
0.011341674,-51.204467650161824,178
0.011624935,-51.196595557135296,179
0.011320761,-51.232218504380064,180
0.011341589,-51.26475195873698,181
0.011331683,-51.28825551688778,182
0.011278755,-51.30509026902368,183
0.011279477,-51.31078924182501,184
0.011174096,-51.34253437857225,185
0.01128256,-51.35036847627478,186
0.011187162,-51.384579477752894,187
0.011282266,-51.40244552972348,188
0.011150758,-51.40630335390767,189
0.011332892,-51.42119796216778,190
0.011132913,-51.45351854780754,191
0.011144256,-51.460921221740676,192
0.0111749,-51.485746243269695,193
0.011186694,-51.51297461604363,194
0.0111478735,-51.51053650790711,195
0.011123406,-51.542699494402235,196
0.011306581,-51.55699189022952,197
0.011149129,-51.58237037844583,198
0.010972519,-51.60074581724462,199
0.011045548,-51.60201882545567,200
0.01110612,-51.59873216780188,201
0.011089841,-51.61939501511681,202
0.011058329,-51.645531210418724,203
0.01095551,-51.6866632438556,204
0.01102698,-51.6883591150253,205
0.010906858,-51.701321869209565,206
0.010876827,-51.73267443163574,207
0.0109097585,-51.74404953112508,208
0.010970447,-51.76991000766172,209
0.010951246,-51.774073931216336,210
0.010772749,-51.801893483250225,211
0.010914127,-51.809476870516995,212
0.010683449,-51.82256580420291,213
0.010750191,-51.83829775465608,214
0.010871154,-51.8018945340286,215
0.010837156,-51.8635690947868,216
0.010925914,-51.87932950333162,217
0.010808495,-51.89681234504052,218
0.0108364085,-51.87051511550751,219
0.010798071,-51.92732933026823,220
0.010717006,-51.95009531538191,221
0.010805349,-51.95816106079602,222
0.01080381,-51.983288839554966,223
0.01083913,-51.988310497643,224
0.010806446,-51.97403005564265,225
0.010692011,-51.994405048386994,226
0.010759404,-52.032584077610544,227
0.010618827,-52.05408554488067,228
0.01056375,-52.07233897304804,229
0.010546679,-52.07148428714162,230
0.01066813,-52.100841163151934,231
0.010690961,-52.05337972511356,232
0.01073496,-52.11032180707863,233
0.010577036,-52.11295809945133,234
0.010604578,-52.14854814578827,235
0.010669628,-52.15883157949749,236
0.010575605,-52.18196993248375,237
0.010765527,-52.17878746821288,238
0.010564545,-52.19519129946587,239
0.010427786,-52.192952558425,240
0.010620893,-52.236583805597874,241
0.010745658,-52.2523187567375,242
0.010488306,-52.24692272412285,243
0.010539454,-52.2615980455037,244
0.010431945,-52.276752689123825,245
0.010457992,-52.30540697205889,246
0.010494519,-52.29962855786903,247
0.010546893,-52.29368034415626,248
0.010301941,-52.342287970066195,249
0.010358413,-52.337390945641985,250
0.0104579395,-52.355586417609835,251
0.010538811,-52.37605445218043,252
0.010284312,-52.3705431920316,253
0.010299079,-52.40469507695345,254
0.01022696,-52.425119159832526,255
0.010240851,-52.416822490706814,256
0.010258675,-52.444282014176125,257
0.010205883,-52.457931812068196,258
0.01034336,-52.45890070212502,259
0.010257928,-52.44773754972041,260
0.0102685345,-52.49902824231618,261
0.01020032,-52.52819497146861,262
0.010232218,-52.466987264495714,263
0.010234768,-52.54592911846731,264
0.010326372,-52.52553829653932,265
0.010286302,-52.55191093752035,266
0.0102516245,-52.569962224889395,267
0.010195895,-52.598881771638474,268
0.010058188,-52.592155867461884,269
0.01020213,-52.60812622230767,270
0.010203974,-52.633499637632134,271
0.010125285,-52.639443359609814,272
0.010029246,-52.649952769371204,273
0.009956667,-52.67171974994183,274
0.010169246,-52.655071023734116,275
0.010210801,-52.698383284336664,276
0.010008691,-52.68789727738589,277
0.009966543,-52.704669207846635,278
0.009964702,-52.724487339909125,279
0.009964384,-52.74437257796564,280
0.010077483,-52.750997672970094,281
0.009964822,-52.76416268340133,282
0.00988389,-52.78387078605392,283
0.009919298,-52.66024644865871,284
0.009935252,-52.799736068933,285
0.0101330485,-52.802979563468234,286
0.009841533,-52.821423167844834,287
0.009882322,-52.82504629569043,288
0.009861393,-52.83792933747535,289
0.009871034,-52.851152727743944,290
0.009854345,-52.86972021732492,291
0.009703591,-52.88064511894232,292
0.00980772,-52.887113069748075,293
0.009932399,-52.89683208382414,294
0.009642537,-52.91198342639564,295
0.009774015,-52.91549857844753,296
