eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
1000.0,0.0,11.446420830940157,14.152708832062496,-2.312755790710449,0.7686468016952276,0.7991973174512377,1000
1000.0,0.0,4.066729020630477,7.003772012354541,-2.4008298325538666,0.34755646766722154,0.3398307247757913,2000
1000.0,0.0,5.4285270086421376,9.050439757163437,-2.4205726461410477,0.6450040622353558,0.638222659736872,3000
1000.0,0.0,9.623253605707587,11.493381587649424,-2.429764481544488,1.086839939117432,1.0816819823384303,4000
1000.0,0.0,9.279251150406088,9.820669936272665,-2.432898474693295,1.6952413264513004,1.7046916834115984,5000
1000.0,0.0,8.721109610337702,8.411458906812365,-2.436363532066349,2.42916262173653,2.4689892565011933,6000
1000.0,0.0,5.926948697088413,9.371919890723534,-2.439476603984834,3.289026653528206,3.3099360911846176,7000
1000.0,0.0,11.226179514192731,11.849504214519332,-2.4427243227958697,4.324209939956665,4.349170781135548,8000
1000.0,0.0,12.706283463864237,9.848045613073399,-2.4439974417686483,5.399486645221701,5.3951729938983926,9000
1000.0,0.0,18.153434147584377,15.513085258792856,-2.4461812624931314,6.668329733371736,6.62341477942467,10000
1000.0,0.0,16.62598966105714,12.117696080288448,-2.4478606815338098,7.835754248142241,7.734291229248047,11000
1000.0,0.0,23.467122486328023,17.665866383173462,-2.4489976892471286,8.863303777217855,8.747884782791141,12000
1000.0,0.0,25.799552777356404,17.92239572168804,-2.4501406035423283,9.878594214916205,9.702062212467183,13000
1000.0,0.0,41.56705755021384,4.839192377841274,-2.4509389705657982,10.831443179607387,10.640360414028168,14000
1000.0,0.0,31.74324894232233,15.378613182566692,-2.451414916992186,11.82620766735079,11.581157096385958,15000
1000.0,0.0,30.92523261591904,16.859694503478536,-2.4518400669097864,12.772289185047129,12.479424975395194,16000
1000.0,0.0,36.304328140306914,17.639445886310927,-2.4523752961158793,13.534967314720145,13.236297950744612,17000
1000.0,0.0,28.158957522307944,18.08170786857565,-2.4533407211303766,14.056217670440683,13.72887790107727,18000
1000.0,0.0,39.058153987103694,13.132323126251263,-2.453902285575863,14.620777943611163,14.302439711570733,19000
1000.0,0.0,29.159798672737473,19.05926788803678,-2.4529925007820106,15.22082484912871,14.905017050743078,20000
1000.0,0.0,43.90868411195155,4.03585356801143,-2.4539583640098606,16.059568819999672,15.678071786880496,21000
1000.0,0.0,41.809481715158505,14.198436812948795,-2.4537675457000754,16.38998147773741,16.094855367660536,22000
1000.0,0.0,41.48235716837213,14.241206520112943,-2.4540286636352526,16.713235911369313,16.35402618217469,23000
1000.0,0.0,46.200291740917606,3.1229676217144156,-2.4543455944061203,16.81032437992095,16.52102494716647,24000
1000.0,0.0,46.561264248925575,3.34861904250964,-2.4541300282478327,17.38544075775146,17.029414098739593,25000
1000.0,0.0,46.52926805821691,3.4146743179451544,-2.4540644087791508,17.61221185016632,17.184478271484394,26000
1000.0,0.0,43.71131456181069,10.07842021785383,-2.454101438045505,17.702404240608157,17.411179288864137,27000
1000.0,0.0,46.649845314922445,3.1932818029183685,-2.453394236087802,17.808164443016032,17.53168277454377,28000
1000.0,0.0,44.7014621770624,3.414992007073562,-2.454365150451658,18.090704304695137,17.769168916702327,29000
1000.0,0.0,46.09749073776052,3.2684535858755046,-2.453424621582029,17.843681742668135,17.627124812126112,30000
1000.0,0.0,46.857014857329716,3.222146041848516,-2.4543169436454773,18.356635499000564,18.070961724281307,31000
1000.0,0.0,46.598439936506956,3.4449518079224384,-2.454100615024568,18.84968262958524,18.513147140502937,32000
1000.0,0.0,47.12543237656671,3.0911680847227627,-2.454450445652007,18.548283778190605,18.21391347217563,33000
1000.0,0.0,45.829325460701135,3.1584126413679665,-2.453849323272699,18.525746459007316,18.17313622760774,34000
1000.0,0.0,47.09354752154817,2.9079396994910227,-2.4544228501319916,18.763006697654692,18.454717798233055,35000
1000.0,0.0,46.18276372618104,3.0555206014736167,-2.4539325089454613,18.768670250892594,18.40164454555513,36000
1000.0,0.0,46.37222591464212,3.458926648659385,-2.4537871265411404,18.938590921402046,18.69695949268343,37000
1000.0,0.0,46.47740854361974,3.0783762151937886,-2.4537681407928478,18.924672466278107,18.585507409095765,38000
1000.0,0.0,46.64893527462244,3.2575002356774263,-2.4543842077255267,19.07841497898106,18.800647006988548,39000
1000.0,0.0,47.04310623445818,3.529399480780556,-2.4532361702919014,18.63567264270786,18.394511308670047,40000
1000.0,0.0,46.81842953746582,2.790937353486938,-2.454338701725003,19.06006470298767,18.84454088020324,41000
1000.0,0.0,46.6192393142047,3.2511690720770674,-2.4540752902030993,19.352985592842106,19.00567125701905,42000
1000.0,0.0,46.66225663266958,2.8199698808494014,-2.453984500885008,19.44964229869847,19.254462434768666,43000
1000.0,0.0,46.090614072169636,2.5699467620065004,-2.454089081764226,19.377510494232148,19.100954699516326,44000
1000.0,0.0,47.438103295988455,3.342604238952301,-2.4550129780769314,19.884688522338838,19.482069207191447,45000
1000.0,0.0,46.74783432699673,3.0505547233196606,-2.45541554450988,19.785828922271804,19.483218668937706,46000
1000.0,0.0,46.296036407276155,2.9346222781005027,-2.454321176528932,19.598222298622087,19.370341748237667,47000
1000.0,0.0,46.56612791463661,3.022908050967911,-2.455235015392298,19.67925021457667,19.373927137374892,48000
1000.0,0.0,47.409171987050655,2.8141619586519755,-2.4549051737785326,19.725579698562584,19.502221132278482,49000
1000.0,0.0,46.06897232085782,4.4160164335042476,-2.4540552191734317,19.477050914764423,19.172704926490777,50000
1000.0,0.0,46.66335820262193,3.188198866913203,-2.4551602621078463,20.02320120620724,19.660687646865846,51000
1000.0,0.0,47.14255195293989,3.146328212020519,-2.455479889869687,20.125103947639534,19.688650827407834,52000
1000.0,0.0,47.31755369886873,2.8637340686773096,-2.455538072586056,20.310223807334907,19.917218728065443,53000
1000.0,0.0,46.53671002750458,3.347688504103717,-2.4556549983024634,19.877646039009115,19.65617576313019,54000
1000.0,0.0,46.58424943940182,3.2195915773666095,-2.4549452481269847,20.64372813415526,20.270696393013008,55000
1000.0,0.0,47.136771281109425,2.8269818850648543,-2.4551162629127496,20.448710590362563,20.076573079109206,56000
1000.0,0.0,46.598123467136475,2.8427817429281297,-2.454764317512515,20.53453336238861,20.220701010704005,57000
1000.0,0.0,47.11216833821165,3.137299637944726,-2.4549123287201002,20.555201751709024,20.24307320690157,58000
1000.0,0.0,46.445032316164905,2.8977455355845647,-2.45480931329727,20.587376465797416,20.26921435832977,59000
1000.0,0.0,47.249268885746595,2.8328992655738685,-2.454649647712709,20.96270756912233,20.626382837295544,60000
1000.0,0.0,46.56485635169874,2.9750030190831795,-2.4555189075469928,20.793928301811196,20.412691480636543,61000
1000.0,0.0,46.70668343961084,2.927103342853114,-2.455260938644419,20.728762936592087,20.349415369987522,62000
1000.0,0.0,47.117944021324156,2.8617716457985587,-2.456048241138452,21.135109387397794,20.840789254188557,63000
1000.0,0.0,46.665836509043686,3.053143493511862,-2.455427783966062,21.020673709869367,20.705814179420486,64000
1000.0,0.0,46.57339384818694,3.087770263907737,-2.4559938888549797,21.11846541976926,20.8196197938919,65000
1000.0,0.0,46.25173727438187,2.891192164595332,-2.454408049106597,21.14822705554962,20.840006266593896,66000
1000.0,0.0,46.422890451890915,2.7683620319314413,-2.455758078575138,21.417806346893286,21.041792467117297,67000
