loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.63821614,-8.823750980819424,1
0.528565,-27.24215485347054,2
0.52965564,-31.19694006225946,3
0.5177375,-33.20275920242736,4
0.51619357,-34.48460289660892,5
0.49374136,-35.42337822651184,6
0.4810864,-36.12717614439274,7
0.47009087,-36.723635897327,8
0.45232287,-37.214051241017394,9
0.44027147,-37.65644903151186,10
0.4366486,-38.019489964389535,11
0.41829032,-38.40949270107038,12
0.40848392,-38.707024818140596,13
0.39958963,-39.01935617310416,14
0.38276392,-39.27695422919783,15
0.37848347,-39.53525821072348,16
0.36529773,-39.727836959146174,17
0.36062747,-39.909900322850774,18
0.3613099,-40.14101333696434,19
0.35264814,-40.3295888937446,20
0.33758253,-40.49085641622727,21
0.34402084,-40.65871367218495,22
0.32638416,-40.81461057640951,23
0.32235023,-40.975213594086874,24
0.31424722,-41.06218752453773,25
0.3040911,-41.21611671516241,26
0.30183747,-41.3416572721471,27
0.29255417,-41.45310978425959,28
0.28799564,-41.5716036718055,29
0.27635854,-41.61435317308299,30
0.28367752,-41.732395801216434,31
0.26480603,-41.861246585968246,32
0.26345563,-41.912427365581145,33
0.25840813,-42.035543338553545,34
0.24825191,-42.10547730494047,35
0.24463305,-42.07582544491639,36
0.24586578,-42.29865228105552,37
0.23218763,-42.37403044464589,38
0.23711295,-42.306227531149375,39
0.23128684,-42.30158742203655,40
0.21759208,-42.56076191963065,41
0.21285501,-42.63724968659019,42
0.20952407,-42.70662733040335,43
0.20103231,-42.722933802246345,44
0.200966,-42.83313857374756,45
0.19945724,-42.89667824067406,46
0.19768365,-42.878787828060446,47
0.18799186,-42.899522629234234,48
0.1859465,-42.93124142167629,49
0.19109242,-42.99210508238447,50
0.18263797,-43.18131660467296,51
0.17878172,-43.16018344500518,52
0.17183231,-43.2626341393924,53
0.1698046,-43.300903312485474,54
0.1672157,-43.402287554881546,55
0.17066368,-43.47852898279989,56
0.16221416,-43.399368558122,57
0.16271904,-43.55712728899056,58
0.15640904,-43.572934235080936,59
0.15273091,-43.63496164897675,60
0.15792343,-43.705408867764824,61
0.16430002,-43.703190811599455,62
0.1538957,-43.83114339804521,63
0.15003133,-43.821423640401584,64
0.15033853,-43.87116355436158,65
0.15101777,-43.885031716522114,66
0.14952734,-43.91949946111702,67
0.15056875,-44.011804036220916,68
0.14780825,-44.06881842328268,69
0.14706726,-44.097126643026016,70
0.14445345,-44.17913776191267,71
0.14911762,-44.186418079846824,72
0.15213622,-44.15667325431,73
0.14890437,-44.252449940644524,74
0.13995583,-44.29243890821521,75
0.14844498,-44.357399973021806,76
0.15027632,-44.32067593625644,77
0.1431723,-44.3509651305401,78
0.14649525,-44.35597022076881,79
0.14120686,-44.450803002873336,80
0.13973838,-44.53383378476233,81
0.1352396,-44.55640488375331,82
0.13872914,-44.45635568267048,83
0.14313236,-44.595349410889426,84
0.1373134,-44.70093662489925,85
0.13674684,-44.732490059167,86
0.13711724,-44.663054862246206,87
0.13295026,-44.743326573104056,88
0.13791768,-44.85515685862962,89
0.1338083,-44.890914686094895,90
0.13365373,-44.829153620056324,91
0.13364947,-44.93933300263883,92
0.13226709,-44.965185931964726,93
0.13275453,-44.96594874129353,94
0.13283823,-44.963519685113695,95
0.13526182,-45.07459535816444,96
0.13619295,-44.965682322503845,97
0.12938328,-45.1266319116405,98
0.13218349,-45.09819554389823,99
0.12990485,-45.09476411657536,100
0.14064494,-44.85527424446648,101
0.13100596,-45.10273430377406,102
0.12905622,-45.17369125769303,103
0.12619248,-45.29402759314256,104
0.124798976,-45.24693949352811,105
0.12537983,-45.28341175636043,106
0.13123204,-45.30834616548314,107
0.12730785,-45.40299347052974,108
0.12426398,-45.29237076905361,109
0.1311336,-45.38566715566279,110
0.13721634,-45.44487097643069,111
0.1214851,-45.42320706019434,112
0.12626025,-45.46219903868142,113
0.12021153,-45.52112333381381,114
0.119822025,-45.586780279041655,115
0.12364298,-45.564979201006444,116
0.123914815,-45.50594782333981,117
0.12939969,-45.64406498617684,118
0.123503886,-45.56937248091051,119
0.12594922,-45.75582917930836,120
0.1191922,-45.73985858182474,121
0.12432785,-45.73256446973395,122
0.11410682,-45.736446853171984,123
0.11562474,-45.85179416434402,124
0.12116704,-45.79020460999052,125
0.121725634,-45.81368156896857,126
0.13030794,-45.606735602254346,127
0.11754887,-45.93013662556925,128
0.12426554,-45.6710807358066,129
0.11969616,-45.90053775940959,130
0.11745529,-46.00796897205276,131
0.12105508,-45.949618335380464,132
0.11901693,-46.00398494292908,133
0.12112878,-46.08308783015339,134
0.12130022,-45.9913045291749,135
0.11777947,-46.09444107756183,136
0.11746547,-46.19668561001563,137
0.1154262,-46.07302729256124,138
0.11143935,-46.14894304473634,139
0.116874374,-46.04552419994635,140
0.115173005,-46.23973972352843,141
0.116029836,-46.284434950330315,142
0.12023331,-46.04530882022111,143
0.11376488,-46.16012173672461,144
0.11471684,-46.23556904916306,145
0.11500114,-46.24378503338133,146
