loss/dynamics_holdout_loss,loss/dynamics_train_loss,timestep
0.06438218,-18.679866750694277,1
0.051682938,-28.734054343826987,2
0.046300672,-31.67865173778157,3
0.04264037,-33.45447505110501,4
0.040447008,-34.74789155939048,5
0.038893215,-35.78304504742834,6
0.037463617,-36.6136389392619,7
0.036284424,-37.32668479964439,8
0.035264216,-37.92091106836476,9
0.034335975,-38.45214252515951,10
0.03396661,-38.92420932665089,11
0.03310535,-39.355343132087526,12
0.032248452,-39.75121739718449,13
0.031974524,-40.101751230166,14
0.031333685,-40.4387943965406,15
0.0307989,-40.74107007645252,16
0.030210564,-41.02502941455435,17
0.029985001,-41.29312705749058,18
0.0295947,-41.53650678197798,19
0.029409137,-41.766789259498445,20
0.028986141,-41.983685177697616,21
0.028724307,-42.2016341294286,22
0.028230786,-42.38948492601487,23
0.027921323,-42.58773289573104,24
0.027831709,-42.75736284512806,25
0.027562106,-42.941000721949315,26
0.027291695,-43.09585596237711,27
0.026789319,-43.26705423958273,28
0.026575172,-43.42140830373361,29
0.026294786,-43.56468204303594,30
0.02606969,-43.7160983099085,31
0.025912154,-43.84884762329822,32
0.025490528,-43.985601464795224,33
0.025653178,-44.12286049000695,34
0.02557295,-44.261194800009754,35
0.025042245,-44.37571294725354,36
0.024954658,-44.50853127153998,37
0.024733694,-44.621634249260374,38
0.024369832,-44.74199301794756,39
0.024293885,-44.85628575562024,40
0.02402943,-44.95513497074007,41
0.023723522,-45.076790093702975,42
0.023842648,-45.1725942636643,43
0.023692828,-45.28032953771575,44
0.023263222,-45.377552967800426,45
0.023077134,-45.48368722446517,46
0.022904452,-45.580527734866536,47
0.022760121,-45.669899177600186,48
0.022624137,-45.76958874929682,49
0.022352144,-45.860301938170686,50
0.022160793,-45.957617062854595,51
0.022235695,-46.05141356615691,52
0.022035066,-46.13311622484613,53
0.022008304,-46.22540784915553,54
0.021577304,-46.30358017918757,55
0.021565853,-46.37639064451278,56
0.021460246,-46.46128912625113,57
0.021230038,-46.5373525881223,58
0.021179711,-46.61460119395661,59
0.021115217,-46.69244069042925,60
0.021017155,-46.76446488882585,61
0.020776235,-46.82881537606454,62
0.02062277,-46.88944910562598,63
0.020373436,-46.972515453525496,64
0.02028368,-47.033961709691,65
0.02023101,-47.09365109083866,66
0.020188283,-47.16381840438041,67
0.020030398,-47.22791071811313,68
0.020297587,-47.297255657672515,69
0.019905543,-47.35260294571569,70
0.019718513,-47.41400707780046,71
0.01946282,-47.47371280667231,72
0.019476634,-47.540619309360046,73
0.019366663,-47.59684964649859,74
0.019302938,-47.6519275429494,75
0.01916248,-47.711217508954434,76
0.019015577,-47.76986352979724,77
0.018921405,-47.821298725943166,78
0.018765856,-47.88362018363113,79
0.018606627,-47.93544187934682,80
0.018486323,-47.99025867204845,81
0.018453438,-48.02664664073552,82
0.018492032,-48.10679065071335,83
0.0181995,-48.13985588013071,84
0.018337116,-48.189575178680066,85
0.018225878,-48.260214664471945,86
0.017842423,-48.29519654396529,87
0.018044569,-48.35583085468348,88
0.017852196,-48.387138826537054,89
0.01791204,-48.44195063048737,90
0.01760889,-48.493851191326726,91
0.017526705,-48.53812309044023,92
0.017516062,-48.587679149493646,93
0.017675314,-48.63091850623194,94
0.017386444,-48.6833402550994,95
0.017388675,-48.72476842899327,96
0.01692926,-48.77063153235843,97
0.016904172,-48.81235939920117,98
0.016856056,-48.84941434016378,99
0.016883722,-48.90420286751429,100
0.016930971,-48.94011894474583,101
0.016660634,-48.996538739963874,102
0.016828883,-49.01474559829919,103
0.016839325,-49.07451951818669,104
0.016630469,-49.09848022363099,105
0.016427793,-49.141598127413545,106
0.016339077,-49.175452761418946,107
0.016402116,-49.21724826062328,108
0.016376529,-49.27154133716709,109
0.016381403,-49.299109729689555,110
0.016302498,-49.33024362259322,111
0.016221823,-49.35855583118518,112
0.016197061,-49.403316694456784,113
0.015861249,-49.446599481410935,114
0.015978169,-49.43664273313144,115
0.015886862,-49.494615151228494,116
0.015976265,-49.53921387861496,117
0.015839208,-49.56053826331358,118
0.015917774,-49.58697605255354,119
0.01593644,-49.642638215042744,120
0.015450418,-49.67782433395601,121
0.01554648,-49.69480697091771,122
0.01583125,-49.734617886343926,123
0.015502194,-49.77920904793046,124
0.015332287,-49.81929721719762,125
0.015363196,-49.835991241345496,126
0.015642425,-49.87068899388985,127
0.015337115,-49.896826747748506,128
0.015152829,-49.92901206964345,129
0.015200597,-49.9575070696447,130
0.015044582,-49.988914957410955,131
0.015150124,-50.01258232740905,132
0.015092038,-50.05295639546843,133
0.015001859,-50.07262543245107,134
0.015117568,-50.10024527006499,135
0.014773956,-50.117776370287004,136
0.014961143,-50.171728551433645,137
0.01495451,-50.21138537422331,138
0.0150072975,-50.22299930957013,139
0.0149649875,-50.246044125670686,140
0.0148291495,-50.19795111210782,141
0.014699364,-50.287617420471456,142
0.014622013,-50.333324185821695,143
0.014913005,-50.34942126806102,144
0.014754203,-50.385273725260646,145
0.014669185,-50.41709279610457,146
0.014440256,-50.4431855445582,147
0.014779108,-50.46002934571565,148
0.014441562,-50.49200770829879,149
0.014367078,-50.52304192792761,150
0.014538705,-50.542393287410185,151
0.014217822,-50.57042368976664,152
0.014413679,-50.58102475401376,153
0.014202294,-50.61115208635822,154
0.014677631,-50.636790618739944,155
0.014171958,-50.665088702483374,156
0.014146717,-50.69622301902487,157
0.013984559,-50.710230084497766,158
0.013861978,-50.72976908031932,159
0.01387575,-50.75262834304845,160
0.014146077,-50.78125833676209,161
0.013880703,-50.793859137911525,162
0.013904023,-50.81752548061233,163
0.013902491,-50.85687671083155,164
0.014257537,-50.868345725839035,165
0.013854267,-50.896101839819394,166
0.013595635,-50.90887342571876,167
0.013932241,-50.93599538516925,168
0.013831751,-50.96181745546296,169
0.01372228,-50.9821345595159,170
0.013756154,-50.980411522692364,171
0.013624678,-51.02351561959935,172
0.013505097,-51.02248603681871,173
0.013432225,-51.03310077879544,174
0.013425648,-51.05122319720714,175
0.01367061,-51.09209506124617,176
0.013493465,-51.11767848744457,177
0.013339361,-51.12306677619443,178
0.013610748,-51.15296167225433,179
0.013399631,-51.1498989918257,180
0.013380662,-51.195224956660184,181
0.013639766,-51.19688881626799,182
0.013460657,-51.24397391519598,183
0.013167945,-51.2448988701937,184
0.01334321,-51.25852022173466,185
0.013238202,-51.29143661338569,186
0.0130224405,-51.30868771835057,187
0.013250975,-51.33927435531284,188
0.013185765,-51.34369100574103,189
0.013090265,-51.367525368294494,190
0.013197543,-51.354373358555044,191
0.013235515,-51.38117415650009,192
0.013264678,-51.395488208732594,193
0.013242977,-51.424217378704874,194
0.013138885,-51.44554552820347,195
0.013259309,-51.44741249426905,196
0.012935214,-51.48675099089379,197
0.012951523,-51.49853488915271,198
0.013025476,-51.50658897816692,199
0.013299684,-51.52048999427312,200
0.013090896,-51.55017623646989,201
0.01321139,-51.56603115343014,202
0.012993343,-51.57362313672927,203
0.012890359,-51.59994003166752,204
0.013036695,-51.616129243884465,205
0.013075146,-51.59896645419993,206
0.01269341,-51.65352949077394,207
0.01288533,-51.658202972372976,208
0.012785765,-51.67336769720382,209
0.013265917,-51.68379380587402,210
0.012719125,-51.69918986827051,211
0.012698859,-51.73187832417749,212
0.01273861,-51.73677050562876,213
0.0127842575,-51.721681190289175,214
0.012740383,-51.75751902073217,215
0.012871468,-51.78776026175676,216
0.012551839,-51.79188965442518,217
0.01288251,-51.803763787542806,218
0.012661209,-51.83191595397933,219
0.01266678,-51.84544292331567,220
0.012519829,-51.83003493546522,221
0.012734679,-51.86536670067458,222
0.012509266,-51.88180831885698,223
0.012526493,-51.89596039272327,224
0.012337277,-51.9012222563985,225
0.012468458,-51.92270311902015,226
0.0123413075,-51.9382964176042,227
0.013059871,-51.944061009264445,228
0.012610868,-51.942443260629226,229
0.012269859,-51.979229595637314,230
0.012591861,-51.99869494989732,231
0.012751929,-52.00815503809445,232
0.012492861,-51.98608350301284,233
0.012422937,-52.030969826678,234
0.012567538,-52.06211078738701,235
0.012339007,-52.0710760059342,236
0.012353756,-52.08987092739437,237
0.012481139,-52.093543347899015,238
0.012444745,-52.093719679075924,239
0.0123792235,-52.10162142870762,240
0.012372459,-52.129779341160315,241
0.012531638,-52.149390479667765,242
0.012442077,-52.11297576407281,243
0.0122545315,-52.165882972547045,244
0.012321939,-52.17049533484929,245
0.012265489,-52.18859830896926,246
0.01274325,-52.21051434646297,247
