eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/critic1,loss/critic2,timestep
1000.0,0.0,5.331255056750917,8.305542226390923,-2.3220580019950843,0.7689720474183573,0.8201610075533354,1000
1000.0,0.0,6.603280791737222,9.847372014492707,-2.400490149021151,0.3553723344504839,0.36591046030819396,2000
1000.0,0.0,15.94862966618641,15.46938807391851,-2.4191613340377853,0.6587489502429974,0.6755509715378293,3000
1000.0,0.0,9.646713914992624,10.603272252992298,-2.4287363052368187,1.1011723403334601,1.1295445566773425,4000
1000.0,0.0,11.231232203586195,12.283505184988382,-2.4326546912193288,1.7032171504497533,1.7434600374698628,5000
1000.0,0.0,19.637180852104365,15.130069510797309,-2.4364746432304316,2.4255493978261904,2.4766440957784663,6000
1000.0,0.0,20.400423739514963,14.75056400837824,-2.4396181287765515,3.306346215486526,3.354133790969846,7000
1000.0,0.0,13.66491041124617,11.626225963973171,-2.4422084579467804,4.298711663246155,4.343940125226969,8000
1000.0,0.0,24.777277386547553,10.50135925654532,-2.4438953533172656,5.357178438663482,5.413619210720061,9000
1000.0,0.0,17.388118370134418,11.760309709491198,-2.4451291975975007,6.408045235633841,6.46197272896766,10000
1000.0,0.0,21.93539393670466,15.263080772000517,-2.4467957148551975,7.594016438484182,7.67979602003098,11000
1000.0,0.0,30.133308292257112,12.488173017757255,-2.447713855266572,8.607351355075837,8.721041645526885,12000
1000.0,0.0,25.2570499440128,15.11186936616076,-2.4484565877914415,9.629364101886758,9.746500850677497,13000
1000.0,0.0,28.979517814249462,16.8648030115242,-2.4492762751579304,10.626556455135344,10.777099110603311,14000
1000.0,0.0,37.514472554046925,10.380074528542677,-2.449548859596255,11.56570936441423,11.72851176404955,15000
1000.0,0.0,35.542624131061686,17.40877486594397,-2.449475858688364,12.310670894145964,12.534348281383503,16000
1000.0,0.0,38.25786002973194,11.796268424331897,-2.4501307582855154,13.032003571033508,13.30324051284789,17000
1000.0,0.0,41.14488478548998,10.448548565851773,-2.4501411252021765,13.7370238881111,13.975215947151186,18000
1000.0,0.0,33.44962543510073,17.637940434001464,-2.449690431594846,14.664492688655839,14.910412058830266,19000
1000.0,0.0,35.45989025320729,13.52476541255869,-2.450072041034702,15.146915529251086,15.368951731681825,20000
1000.0,0.0,43.136596029551335,9.483430392708478,-2.4509675359725898,15.67028732490539,15.946258380889901,21000
1000.0,0.0,35.65070506438708,17.137865071360693,-2.4497471761703427,16.482809647560156,16.824270657539337,22000
1000.0,0.0,46.41242107996371,3.221644918788695,-2.450176904201508,16.469413838386494,16.74248982906339,23000
1000.0,0.0,45.433997222718894,3.1213758854786846,-2.4499366025924707,16.841078454017616,17.099077706337003,24000
1000.0,0.0,41.684701745147926,12.582529050129907,-2.451346212863924,17.083874921798678,17.282282378196687,25000
1000.0,0.0,45.755834619803096,3.327764615680387,-2.4514888119697646,17.37873725891107,17.59115996742256,26000
1000.0,0.0,46.46590118650282,3.4628910809719624,-2.450910171508786,17.65774030208586,17.809641246795664,27000
1000.0,0.0,44.3759611050801,4.59243991442917,-2.450282602310181,17.820244024276757,18.0876670103073,28000
1000.0,0.0,44.858514199274104,5.40431936079697,-2.4514532351493727,18.52948549652101,18.733965343475315,29000
1000.0,0.0,46.72879687206743,2.7377602339228946,-2.4501625080108624,18.335396274566662,18.558150706291173,30000
1000.0,0.0,46.58590427673524,3.1283349160108207,-2.4503003563880887,18.548853975295994,18.663344640731776,31000
1000.0,0.0,45.96004561857509,3.1457790981304927,-2.4514225702285817,18.57904456520081,18.68216363430022,32000
1000.0,0.0,46.931914296443836,3.3246240334940413,-2.451000498771668,18.4453703765869,18.612101239204467,33000
1000.0,0.0,46.89384456086112,2.9489668571613548,-2.4514687910079913,18.260248158454885,18.36939125537875,34000
1000.0,0.0,46.992150742464574,2.8825528081070804,-2.4511081547737157,18.54997187709809,18.683575232505817,35000
1000.0,0.0,46.47507119671394,3.083472220954393,-2.4512376079559397,18.874468098640474,18.886517034530655,36000
1000.0,0.0,46.080648615280616,3.0869512984875827,-2.45078954696655,18.586643552780178,18.65423909473414,37000
1000.0,0.0,46.117060191944574,2.9785324771711275,-2.4514548234939646,18.88189292716977,18.927408503532384,38000
1000.0,0.0,46.01597220414283,2.8975190141403004,-2.451915189743048,18.998491774559042,19.142693758010903,39000
1000.0,0.0,42.29051756293293,15.66541074802245,-2.4515838284492544,18.54075819683079,18.557850152015668,40000
1000.0,0.0,46.4851441093408,2.988285990949382,-2.4505981936454777,18.761153656959568,18.74726125335689,41000
1000.0,0.0,45.932700785025055,2.814468829701599,-2.451429306507111,19.032647715568586,18.982546834945644,42000
1000.0,0.0,46.326541884583946,3.0493504933221867,-2.451492487907406,19.04236808681487,19.094633008003285,43000
