eval/episode_length,eval/episode_length_std,eval/normalized_episode_reward,eval/normalized_episode_reward_std,loss/actor,loss/q1,loss/q2,loss/v,timestep
1000.0,0.0,2.1235770783472705,2.2708825968135713,5.58598425817491,0.09619106793403613,0.09734437059238558,0.017664190451381727,1000
1000.0,0.0,9.585986059140636,12.136783256418752,3.4411511900424987,0.058955451613292124,0.06057287852466098,0.006348692137748011,2000
1000.0,0.0,27.303066256038406,16.544882633397552,2.121956634998328,0.11098887052759529,0.11232837773859498,0.010291074514854724,3000
1000.0,0.0,16.65072653015469,14.62750505012273,1.0592774623706962,0.1749685871601105,0.1773703110665085,0.018747672219760706,4000
1000.0,0.0,33.92404339060256,13.14913461604611,0.3191338181719186,0.24538228772580636,0.2444557116925716,0.03166793786548075,5000
1000.0,0.0,6.777650247039204,9.651949621529676,0.001651958765462003,0.31850809802115015,0.3155052997171873,0.04643290533870451,6000
1000.0,0.0,8.028451644217835,12.75033326728856,0.029595071975141832,0.3869561237841842,0.38522786882519705,0.06362968625873326,7000
1000.0,0.0,3.6549857682584665,7.942441620310806,0.11003847411274927,0.45291268584132227,0.4477423781752584,0.0804273990318178,8000
1000.0,0.0,6.3051814005757505,9.882715867270266,-0.08164062200486648,0.5216681946516033,0.5151023319959641,0.09820150202140222,9000
1000.0,0.0,4.18434744050388,9.130025792997078,0.02009464570134878,0.5975065812468523,0.5933511406779297,0.1187937446162106,10000
1000.0,0.0,11.180245739791934,14.558556223984558,-0.1994029177725313,0.6567996888458725,0.6494207758903501,0.13438901256024824,11000
1000.0,0.0,14.593702711764042,16.136580365005184,-0.5406085629612211,0.7039190709590901,0.6953222723603228,0.14679582764208338,12000
1000.0,0.0,18.430772108714745,17.038661497004963,-0.4468938962072131,0.7546883364319811,0.7434296254813682,0.16030143149942164,13000
1000.0,0.0,22.486195980964037,15.142674603614504,-0.655939693570139,0.8192044897675511,0.8094789485037338,0.17182236064225453,14000
1000.0,0.0,21.032640559876107,15.043817887768823,-0.9280755711644886,0.8685593490898613,0.8618037828207006,0.18044428692012984,15000
1000.0,0.0,26.26083759186763,15.491843830970698,-1.0977606240063906,0.9166799632310866,0.9083013182282436,0.1877435577809809,16000
1000.0,0.0,12.310434474789693,9.598957769696902,-0.8101577071324021,0.9427544708251945,0.9346864773631104,0.19190679381787762,17000
1000.0,0.0,34.28301959614172,11.2728087561664,-0.8655919981598845,0.9672784389853488,0.9619956891536706,0.19565467536449418,18000
1000.0,0.0,39.32924105265056,4.172458180029697,-1.100336071863771,1.0065709323286982,1.0001302362680429,0.19779245872795606,19000
1000.0,0.0,35.67133774821164,6.83113488943849,-1.2453159185200937,1.0261728241443655,1.0240102050304414,0.2042407351583245,20000
1000.0,0.0,14.592099958577082,14.09716448931268,-1.2167062486857163,1.0341060258150088,1.0299638138413472,0.20093429324030865,21000
1000.0,0.0,24.87514858307993,15.092475344070145,-1.1298230797946458,1.0820392639636986,1.0733396975994134,0.20179942286014546,22000
1000.0,0.0,27.79011223252696,15.218041127401246,-1.241809300154449,1.0599869751334179,1.051683623313904,0.20163070762157412,23000
1000.0,0.0,38.23022089437727,7.59699637822375,-1.102117195010184,1.0594469095468546,1.0488650746345527,0.20319409887492668,24000
1000.0,0.0,21.666361580236003,15.903172849668263,-1.4054713318645935,1.0818586981892568,1.0790451066494005,0.19848720039427273,25000
1000.0,0.0,32.90317484913739,15.877599999952686,-1.4818585458993905,1.1007444272041331,1.0917475700974468,0.2012608705013993,26000
1000.0,0.0,32.799007241375485,17.13065047523532,-1.2969163337945926,1.06412030535936,1.0538266251087147,0.193401977159083,27000
1000.0,0.0,28.435463819688568,16.779797395533848,-1.7142396322488793,1.0926540000438698,1.0844225718379008,0.19351149629056466,28000
1000.0,0.0,35.25752690610763,13.994328788859741,-1.7365428616851557,1.0857082363367079,1.0729402278065632,0.19085717923194193,29000
1000.0,0.0,42.262013157619805,3.855423967452859,-1.6577065186947555,1.1006203907728178,1.0884393648505222,0.188662874341011,30000
1000.0,0.0,34.720303594424095,14.099932045170831,-1.4302594061195832,1.1015088120102863,1.0881969483494747,0.1866104851365089,31000
1000.0,0.0,42.087076272123866,7.0961102882159715,-1.7865733262896553,1.0789977185726172,1.067991226673124,0.1846459638550872,32000
